size,property_age,bedrooms,bathrooms,livingrooms,kitchen,garage,driver_room,maid_room,furnished,ac,roof,pool,frontyard,basement,duplex,stairs,elevator,fireplace,price,city_ الدمام,city_ الرياض,city_ جدة,front_4 شوارع,front_جنوب,front_جنوب شرقي,front_جنوب غربي,front_شرق,front_شمال,front_شمال شرقي,front_شمال غربي,front_غرب
372,0,5,5,2,1,1,0,1,0,0,0,0,1,0,0,1,0,0,48000,False,True,False,False,False,False,False,True,False,False,False,False
370,0,3,4,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,47000,False,True,False,False,False,False,False,False,False,False,False,True
400,35,5,3,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,30000,False,True,False,False,False,False,False,False,True,False,False,False
400,4,7,5,1,1,1,1,1,0,0,1,0,1,0,0,1,0,0,80000,False,True,False,False,False,False,False,True,False,False,False,False
370,0,5,4,2,1,1,0,1,0,0,1,0,1,0,0,0,1,0,60000,False,True,False,False,True,False,False,False,False,False,False,False
200,4,7,5,4,1,1,0,0,0,0,0,0,1,0,1,1,0,0,35000,False,True,False,False,False,False,False,False,True,False,False,False
256,0,5,5,3,1,1,0,1,0,0,1,0,1,0,0,1,0,1,40000,False,True,False,False,False,False,False,False,False,False,False,True
300,0,5,5,2,1,1,0,1,0,0,1,0,1,0,1,0,0,0,40000,False,True,False,False,False,False,False,False,True,False,False,False
220,0,6,4,2,1,0,0,1,0,0,0,0,1,0,0,1,0,0,40000,False,True,False,False,True,False,False,False,False,False,False,False
220,0,3,4,2,1,1,0,1,0,0,1,0,1,0,0,1,0,0,40000,False,True,False,False,False,False,False,False,True,False,False,False
360,0,4,5,2,1,1,0,1,0,0,1,0,1,0,0,1,1,0,55000,False,True,False,False,True,False,False,False,False,False,False,False
495,3,5,5,1,1,1,0,1,0,0,1,0,1,0,1,0,0,0,35000,False,True,False,False,False,False,False,False,True,False,False,False
300,11,5,5,3,0,1,1,1,0,0,1,0,1,0,0,1,0,0,70000,False,True,False,False,False,False,False,False,True,False,False,False
360,0,4,4,2,1,1,0,1,0,0,1,0,1,0,0,1,0,0,55000,False,True,False,False,True,False,False,False,False,False,False,False
250,23,5,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,40000,False,True,False,False,False,False,False,True,False,False,False,False
200,5,3,5,3,1,1,1,1,1,1,0,0,1,0,1,1,0,0,110000,False,True,False,False,False,False,False,False,False,False,True,False
300,0,4,5,2,1,1,1,1,0,1,1,0,1,0,1,1,0,0,130000,False,True,False,False,False,False,False,True,False,False,False,False
250,0,5,5,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,50000,False,True,False,False,False,False,False,False,False,False,False,True
216,0,4,5,2,1,1,0,1,0,0,0,0,1,0,0,1,0,0,40000,False,True,False,False,True,False,False,False,False,False,False,False
360,0,4,5,3,1,1,0,0,0,0,1,0,1,0,1,1,0,0,50000,False,True,False,False,False,False,False,False,True,False,False,False
335,0,4,5,2,1,1,0,1,0,0,1,0,1,0,0,0,0,0,43000,False,True,False,False,False,False,False,False,False,False,False,True
372,0,5,4,2,1,1,1,1,0,0,1,0,1,0,0,1,0,1,50000,False,True,False,False,True,False,False,False,False,False,False,False
500,26,5,5,2,1,1,1,1,0,0,1,0,1,0,0,0,0,0,30000,False,True,False,False,True,False,False,False,False,False,False,False
500,10,4,5,2,1,1,1,1,0,1,1,1,1,0,0,1,0,0,110000,False,True,False,False,False,False,False,False,False,True,False,False
300,0,4,5,1,1,1,0,1,0,1,1,0,0,0,0,1,0,0,43000,False,True,False,False,False,False,False,False,True,False,False,False
370,0,4,3,2,0,1,1,1,1,0,1,0,1,0,0,1,0,0,55000,False,True,False,False,False,False,False,True,False,False,False,False
375,2,5,5,1,1,1,1,1,0,1,0,0,1,0,1,1,0,0,100000,False,True,False,False,False,False,False,False,False,False,False,True
375,2,5,5,2,1,1,1,1,0,1,0,0,0,0,1,1,0,0,100000,False,True,False,False,False,False,False,False,False,False,False,True
337,0,5,5,3,1,0,1,1,0,1,0,0,0,0,0,1,0,1,120000,False,True,False,False,False,False,False,False,True,False,False,False
482,25,5,3,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,70000,False,True,False,False,False,True,False,False,False,False,False,False
263,5,7,5,3,1,1,1,1,0,0,1,0,1,0,1,1,1,1,160000,False,True,False,False,True,False,False,False,False,False,False,False
400,29,5,5,2,1,1,0,1,0,0,1,0,1,0,0,0,0,0,70000,False,True,False,False,False,False,False,True,False,False,False,False
312,0,4,5,2,0,0,1,1,0,0,1,0,1,0,0,1,0,1,60000,False,True,False,False,False,False,False,False,False,False,False,True
228,0,4,4,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,130000,False,True,False,False,False,False,False,False,True,False,False,False
380,0,5,2,2,1,1,0,1,0,0,0,0,1,0,0,1,0,1,45000,False,True,False,False,False,False,False,True,False,False,False,False
300,0,4,5,2,1,1,0,1,0,0,1,0,1,0,1,1,0,0,45000,False,True,False,False,False,False,False,True,False,False,False,False
200,3,7,5,1,1,0,0,0,0,1,0,0,1,0,1,1,0,0,40000,False,True,False,False,False,False,True,False,False,False,False,False
300,0,5,5,3,1,1,1,1,0,1,1,0,1,0,1,1,0,0,60000,False,True,False,False,False,False,False,True,False,False,False,False
372,0,4,4,1,0,1,1,1,0,0,0,0,1,0,0,1,0,1,60000,False,True,False,False,True,False,False,False,False,False,False,False
300,0,5,5,3,1,1,0,1,0,0,1,0,1,0,1,1,0,0,46000,False,True,False,False,False,False,False,False,False,False,False,True
300,0,4,4,2,1,1,1,1,0,1,1,1,1,1,1,1,0,0,125000,False,True,False,False,False,False,False,False,False,True,False,False
375,0,5,3,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,35000,False,True,False,False,False,False,False,True,False,False,False,False
375,0,4,5,2,1,1,1,1,0,0,1,0,1,0,0,1,0,1,55000,False,True,False,False,True,False,False,False,False,False,False,False
400,0,3,4,2,1,1,1,1,0,0,1,0,0,0,0,1,0,0,45000,False,True,False,False,False,False,True,False,False,False,False,False
225,5,5,5,2,0,1,0,0,0,0,0,0,1,0,0,1,0,0,65000,False,True,False,False,False,False,False,False,False,False,False,True
270,0,4,4,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,45000,False,True,False,False,False,False,False,False,True,False,False,False
365,10,5,5,2,1,1,1,1,0,1,0,0,1,0,0,1,0,0,60000,False,True,False,False,False,False,False,False,False,False,False,True
270,0,4,5,2,1,1,0,1,0,0,0,0,1,0,0,1,0,0,35000,False,True,False,False,False,False,True,False,False,False,False,False
250,11,3,3,2,1,1,1,1,0,1,0,0,1,0,1,1,0,0,90000,False,True,False,False,False,False,False,False,True,False,False,False
300,0,4,4,2,1,1,1,0,0,0,0,0,1,0,0,1,0,0,50000,False,True,False,False,False,False,False,True,False,False,False,False
280,0,7,5,2,1,1,1,1,0,0,0,0,1,0,0,0,0,0,95000,False,True,False,False,False,True,False,False,False,False,False,False
360,0,5,5,1,1,1,0,1,0,0,0,0,1,0,0,1,0,1,45000,False,True,False,False,False,False,False,False,False,False,False,True
375,2,5,5,1,1,1,1,1,0,1,1,0,1,0,0,1,0,0,130000,False,True,False,False,True,False,False,False,False,False,False,False
450,6,5,5,2,1,1,0,1,0,0,1,0,1,0,1,1,0,1,37500,False,True,False,False,False,False,False,False,True,False,False,False
500,12,5,5,2,1,1,1,1,0,1,0,0,1,0,0,1,0,0,130000,False,True,False,False,False,False,False,True,False,False,False,False
250,5,6,5,3,1,1,1,1,0,1,1,0,1,0,1,1,0,0,52000,False,True,False,False,False,False,False,False,True,False,False,False
250,0,5,5,2,1,1,0,1,0,1,1,0,1,0,0,1,0,0,45000,False,True,False,False,True,False,False,False,False,False,False,False
375,0,5,5,1,1,1,1,1,0,0,0,0,0,0,1,1,0,1,100000,False,True,False,False,False,True,False,False,False,False,False,False
450,4,5,5,2,1,1,1,1,0,1,0,0,1,0,0,1,0,0,120000,False,True,False,False,False,False,False,False,True,False,False,False
200,24,5,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20000,False,True,False,False,False,False,False,True,False,False,False,False
200,23,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20000,False,True,False,False,False,False,False,True,False,False,False,False
200,10,4,4,3,1,1,1,1,0,1,0,0,0,0,1,1,0,0,100000,False,True,False,False,False,False,False,False,False,True,False,False
400,0,5,5,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,80000,False,True,False,False,False,False,False,True,False,False,False,False
400,0,4,5,2,1,1,0,1,0,1,0,0,0,0,0,1,0,1,70000,False,True,False,False,False,False,False,False,True,False,False,False
360,0,5,4,1,1,1,0,1,0,0,1,0,1,0,0,1,0,1,65000,False,True,False,False,True,False,False,False,False,False,False,False
200,0,5,4,2,1,1,1,1,1,1,0,1,1,0,1,1,0,0,120000,False,True,False,False,False,False,False,True,False,False,False,False
250,4,3,5,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,16000,False,True,False,False,False,False,False,True,False,False,False,False
375,16,7,5,2,0,1,1,1,0,0,1,0,1,0,1,1,0,1,65000,False,True,False,False,False,False,False,False,True,False,False,False
270,5,5,4,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,45000,False,True,False,False,False,False,False,False,True,False,False,False
300,3,4,5,1,1,1,0,1,0,0,1,0,1,0,0,1,0,0,40000,False,True,False,False,False,False,False,False,True,False,False,False
337,0,4,4,2,1,1,1,1,0,0,1,0,0,0,0,1,0,0,120000,False,True,False,False,False,False,False,False,True,False,False,False
360,0,5,5,2,1,1,1,1,0,0,1,0,1,0,0,1,0,0,65000,False,True,False,False,False,False,False,False,False,False,False,True
375,0,5,5,2,1,1,0,1,0,1,1,0,1,0,0,1,0,0,110000,False,True,False,False,False,False,False,False,True,False,False,False
440,0,4,4,3,1,1,1,1,0,0,1,0,1,0,0,0,1,0,100000,False,True,False,False,True,False,False,False,False,False,False,False
312,0,5,5,2,1,0,1,0,0,0,0,0,0,0,0,1,0,1,70000,False,True,False,False,False,False,False,True,False,False,False,False
375,8,5,5,4,1,1,1,1,0,1,0,0,1,1,1,1,0,0,160000,False,True,False,False,False,False,False,True,False,False,False,False
350,8,5,5,4,1,1,1,1,0,1,1,0,1,0,0,1,0,0,90000,False,True,False,False,False,False,False,False,True,False,False,False
300,0,4,5,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,33000,False,True,False,False,False,False,False,True,False,False,False,False
350,12,4,5,2,1,1,1,1,1,1,0,1,1,0,0,1,0,0,90000,False,True,False,False,False,False,False,False,True,False,False,False
400,0,4,4,2,1,1,1,1,0,0,0,0,1,0,0,1,0,0,70000,False,True,False,False,False,False,False,False,True,False,False,False
250,0,4,5,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,130000,False,True,False,False,False,True,False,False,False,False,False,False
390,0,5,5,2,1,1,1,1,1,1,1,0,1,0,0,1,0,1,55000,False,True,False,False,False,False,False,False,False,True,False,False
372,0,6,4,2,1,1,1,1,0,0,1,0,1,0,0,1,0,1,65000,False,True,False,False,True,False,False,False,False,False,False,False
400,0,6,5,4,1,1,1,1,0,0,1,0,1,0,0,1,0,1,50000,False,True,False,False,False,False,False,False,True,False,False,False
375,5,7,5,1,1,1,0,1,0,0,1,0,1,0,0,1,0,1,35000,False,True,False,False,False,False,False,False,True,False,False,False
500,36,5,5,2,1,1,0,1,0,0,1,0,1,0,0,1,0,0,60000,False,True,False,False,False,True,False,False,False,False,False,False
300,15,7,5,2,1,0,1,1,0,1,0,0,1,0,1,0,0,0,80000,False,True,False,False,False,False,False,False,True,False,False,False
270,0,5,5,3,1,0,1,1,0,0,1,0,1,0,0,1,0,0,35000,False,True,False,False,False,False,False,False,True,False,False,False
450,0,6,4,2,1,1,1,1,0,1,0,0,0,0,0,1,0,0,120000,False,True,False,False,False,False,False,False,False,False,False,True
350,6,3,4,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,140000,False,True,False,False,False,False,False,True,False,False,False,False
450,0,4,3,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,40000,False,True,False,False,False,False,False,False,True,False,False,False
216,0,5,5,2,1,1,0,0,0,0,0,0,0,0,1,1,0,0,40000,False,True,False,False,False,False,False,False,False,False,False,True
300,0,4,4,1,1,1,0,1,0,0,1,0,1,0,0,1,0,0,50000,False,True,False,False,False,False,False,False,False,False,False,True
450,0,5,5,2,1,1,0,1,1,1,1,0,1,0,0,1,0,0,50000,False,True,False,False,False,False,False,False,False,False,False,True
250,9,5,5,2,1,1,1,1,0,1,0,0,0,0,1,1,0,0,120000,False,True,False,False,False,False,False,False,True,False,False,False
430,0,5,5,2,1,1,1,1,0,1,1,0,1,0,0,1,0,0,60000,False,True,False,False,False,False,False,False,False,False,False,True
420,0,6,5,2,1,1,1,1,1,1,1,0,1,0,0,0,0,1,40000,False,True,False,False,False,False,False,False,False,False,False,True
360,0,5,5,2,1,1,0,1,0,0,1,0,1,0,0,1,1,0,55000,False,True,False,False,True,False,False,False,False,False,False,False
375,15,5,5,2,1,1,1,1,0,1,1,0,1,0,0,1,0,0,70000,False,True,False,False,False,False,True,False,False,False,False,False
500,35,5,5,2,1,1,1,1,0,1,1,0,1,0,0,0,0,0,45000,False,True,False,False,False,False,False,False,False,False,False,True
300,7,5,5,4,1,1,1,1,0,1,0,0,1,0,0,1,0,0,90000,False,True,False,False,True,False,False,False,False,False,False,False
372,0,4,4,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,40000,False,True,False,False,False,False,False,True,False,False,False,False
300,0,4,4,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,48000,False,True,False,False,False,False,False,False,True,False,False,False
300,0,5,5,2,1,1,0,1,0,0,0,0,1,0,0,1,0,0,38400,False,True,False,False,False,False,False,True,False,False,False,False
375,0,6,5,3,0,1,0,1,0,0,0,0,0,0,0,1,0,0,90000,False,True,False,False,False,False,False,False,True,False,False,False
300,0,5,4,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,48000,False,True,False,False,False,True,False,False,False,False,False,False
330,0,5,5,2,1,1,1,1,0,1,1,0,1,0,0,1,0,1,85000,False,True,False,False,False,False,False,False,True,False,False,False
360,16,7,5,2,1,1,0,1,0,0,0,0,1,0,1,0,0,0,35000,False,True,False,False,True,False,False,False,False,False,False,False
275,5,7,5,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,75000,False,True,False,False,False,False,False,False,True,False,False,False
300,0,5,5,2,1,1,1,1,0,1,1,0,1,0,1,1,0,0,120000,False,True,False,False,False,False,False,True,False,False,False,False
500,2,5,5,2,1,1,1,1,0,1,0,1,1,1,0,1,0,0,170000,False,True,False,False,False,False,False,False,True,False,False,False
405,3,3,5,1,1,1,1,1,0,1,1,0,1,0,0,1,0,0,120000,False,True,False,False,True,False,False,False,False,False,False,False
250,0,4,4,2,1,1,0,0,1,1,0,0,1,0,0,1,0,0,40000,False,True,False,False,False,False,False,False,False,False,False,False
190,5,3,4,1,1,1,0,1,0,1,1,1,0,0,0,1,0,0,70000,False,True,False,False,False,False,False,True,False,False,False,False
315,3,4,4,3,1,1,0,1,0,0,0,0,1,0,0,0,0,0,120000,False,True,False,False,False,False,False,True,False,False,False,False
308,7,4,4,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,60000,False,True,False,False,False,False,False,True,False,False,False,False
200,0,3,5,2,0,0,0,1,0,0,0,0,1,0,1,1,0,0,120000,False,True,False,False,False,False,False,True,False,False,False,False
350,2,5,5,3,1,1,1,1,0,1,1,0,1,0,1,1,0,0,45000,False,True,False,False,False,False,False,True,False,False,False,False
420,0,4,5,2,1,1,1,1,0,0,1,0,1,0,0,1,0,0,45000,False,True,False,False,False,False,False,False,True,False,False,False
400,5,5,3,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,30000,False,True,False,False,False,False,False,False,False,False,True,False
420,0,7,5,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,55000,False,True,False,False,False,False,False,False,False,False,False,True
250,2,5,5,2,1,1,1,1,0,0,0,0,0,0,1,1,0,0,85000,False,True,False,False,True,False,False,False,False,False,False,False
360,16,7,5,2,1,1,0,1,0,0,0,0,1,0,1,0,0,0,35000,False,True,False,False,True,False,False,False,False,False,False,False
368,0,3,4,3,1,1,0,0,0,0,1,0,1,0,0,1,0,0,36000,False,True,False,False,True,False,False,False,False,False,False,False
300,5,3,5,2,1,1,1,1,0,1,1,0,1,0,0,1,0,0,85000,False,True,False,False,False,False,False,False,True,False,False,False
200,0,5,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,50000,False,True,False,False,False,False,False,True,False,False,False,False
365,0,4,4,1,1,1,1,1,0,0,1,0,1,0,0,1,0,0,75000,False,True,False,False,False,False,False,False,True,False,False,False
360,0,5,2,3,1,1,1,1,0,0,0,0,1,0,0,1,0,1,150000,False,True,False,False,False,False,True,False,False,False,False,False
300,3,4,4,2,1,1,0,1,0,0,0,0,0,0,0,1,0,1,43000,False,True,False,False,False,False,False,False,True,False,False,False
300,4,5,5,2,1,1,0,1,0,1,0,0,1,0,0,1,0,0,100000,False,True,False,False,False,False,False,False,True,False,False,False
420,0,5,5,2,1,1,1,1,0,0,1,0,1,0,0,1,0,0,80000,False,True,False,False,False,False,False,True,False,False,False,False
400,15,5,5,2,1,0,1,0,0,1,1,0,0,0,0,0,0,0,65000,False,True,False,False,False,False,False,False,True,False,False,False
200,0,6,3,2,1,1,0,0,0,0,0,0,0,0,1,1,0,1,35000,False,True,False,False,False,False,False,True,False,False,False,False
270,0,3,5,2,1,1,0,1,0,0,1,0,0,0,0,1,0,0,65000,False,True,False,False,False,False,False,False,False,False,False,True
350,0,7,5,2,1,1,0,1,0,0,1,0,1,0,0,1,0,1,40000,False,True,False,False,False,False,False,True,False,False,False,False
315,8,5,5,2,1,1,1,1,0,1,1,0,1,0,0,0,0,0,50000,False,True,False,False,False,False,False,False,True,False,False,False
250,4,4,5,1,1,0,1,1,0,1,0,0,1,0,0,1,0,0,95000,False,True,False,False,False,False,False,False,True,False,False,False
255,0,3,4,1,1,1,0,1,0,0,0,0,1,0,1,1,0,0,40000,False,True,False,False,False,False,False,False,False,False,False,True
500,20,7,5,2,1,1,1,1,0,0,1,0,1,0,0,0,0,0,70000,False,True,False,False,False,False,False,True,False,False,False,False
400,6,4,5,2,1,1,1,1,0,1,0,0,1,0,0,1,0,0,120000,False,True,False,False,False,False,False,True,False,False,False,False
375,0,5,4,2,0,1,0,1,0,0,0,0,1,0,0,1,0,1,50000,False,True,False,False,False,False,True,False,False,False,False,False
315,0,7,5,2,0,1,1,1,0,0,0,0,1,0,0,1,0,1,75000,False,True,False,False,False,False,False,True,False,False,False,False
375,4,7,5,5,1,1,1,1,0,1,0,0,1,0,0,1,0,1,105000,False,True,False,False,True,False,False,False,False,False,False,False
375,5,4,5,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,100000,False,True,False,False,False,False,False,False,True,False,False,False
300,5,5,5,1,1,1,0,1,0,1,0,0,0,0,1,1,0,0,90000,False,True,False,False,False,False,False,False,False,False,False,True
300,33,5,5,2,1,0,1,1,0,0,0,0,1,0,0,0,0,0,50000,False,True,False,False,False,False,False,False,False,False,False,True
500,36,5,4,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,45000,False,True,False,False,False,True,False,False,False,False,False,False
400,0,5,5,2,1,0,0,0,0,1,1,0,1,1,1,1,0,0,85000,False,True,False,False,False,False,False,False,False,True,False,False
312,15,5,5,2,1,1,0,1,0,1,1,0,1,0,0,0,0,0,60000,False,True,False,False,False,False,False,True,False,False,False,False
270,4,4,5,2,1,1,1,1,1,1,1,0,1,0,1,1,0,0,120000,False,True,False,False,False,False,False,False,True,False,False,False
250,8,5,5,2,1,1,1,1,0,1,0,1,1,0,0,1,0,0,100000,False,True,False,False,True,False,False,False,False,False,False,False
300,10,3,3,1,1,1,0,1,0,1,0,0,1,0,1,1,0,0,80000,False,True,False,False,False,False,False,False,True,False,False,False
300,0,4,5,2,1,1,1,1,0,0,0,0,0,0,0,1,0,0,75000,False,True,False,False,True,False,False,False,False,False,False,False
200,6,5,5,3,1,1,1,1,0,1,1,0,1,0,1,0,0,0,34000,False,True,False,False,False,False,False,True,False,False,False,False
500,35,5,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,50000,False,True,False,False,False,False,False,False,False,True,False,False
300,0,3,5,3,1,1,1,1,0,1,1,0,1,0,1,0,0,0,100000,False,True,False,False,False,False,False,False,True,False,False,False
450,0,4,5,4,1,1,1,1,0,1,0,1,1,1,0,1,0,0,175000,False,True,False,False,False,False,False,False,True,False,False,False
312,0,4,4,2,1,1,0,1,1,0,1,0,1,0,0,1,0,0,45000,False,True,False,False,False,False,False,False,True,False,False,False
360,2,5,5,1,1,1,1,0,0,0,1,0,1,0,0,1,0,0,55000,False,True,False,False,True,False,False,False,False,False,False,False
375,5,5,5,4,1,1,1,1,0,1,1,0,1,1,0,1,0,0,135000,False,True,False,False,False,False,False,False,True,False,False,False
400,2,5,5,2,1,1,0,1,1,1,0,0,1,0,0,1,0,0,55000,False,True,False,False,False,False,False,False,True,False,False,False
300,0,4,5,2,1,1,1,1,0,0,0,0,0,0,0,1,0,0,85000,False,True,False,False,True,False,False,False,False,False,False,False
286,0,4,5,2,1,1,1,1,0,0,1,0,1,0,1,1,0,1,45000,False,True,False,False,False,False,False,False,False,False,True,False
280,8,3,3,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,38000,False,True,False,False,False,False,False,False,False,False,False,True
355,5,1,5,4,1,1,1,1,0,1,1,0,1,0,1,1,0,0,95000,False,True,False,False,False,False,False,False,False,True,False,False
450,3,7,5,2,1,1,0,1,0,0,1,0,1,0,0,1,0,1,33000,False,True,False,False,False,False,False,False,False,False,False,True
260,5,5,5,2,1,1,0,0,0,1,1,0,1,0,1,1,0,0,110000,False,True,False,False,False,False,False,False,True,False,False,False
300,8,4,4,2,1,1,1,1,0,1,1,0,1,0,1,0,0,0,70000,False,True,False,False,False,False,False,False,True,False,False,False
170,10,2,3,1,1,0,0,0,0,1,0,0,1,0,1,1,0,0,20000,False,True,False,False,False,False,True,False,False,False,False,False
400,0,5,5,5,1,1,0,0,0,0,0,0,1,0,0,0,0,0,40000,False,True,False,False,False,False,False,False,False,False,False,True
400,0,5,5,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,140000,False,True,False,False,False,False,False,False,True,False,False,False
312,0,5,3,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,50000,False,True,False,False,True,False,False,False,False,False,False,False
200,3,5,4,2,1,1,0,1,0,1,0,0,1,0,0,1,0,0,90000,False,True,False,False,True,False,False,False,False,False,False,False
371,0,7,5,3,1,1,1,1,0,0,1,0,1,0,0,1,0,0,160000,False,True,False,False,False,False,False,True,False,False,False,False
300,0,3,3,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1,48000,False,True,False,False,True,False,False,False,False,False,False,False
300,0,5,5,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,31000,False,True,False,False,False,False,False,False,True,False,False,False
300,0,5,5,2,1,1,0,1,0,0,0,0,1,0,1,1,0,0,31000,False,True,False,False,False,False,False,False,True,False,False,False
280,0,5,5,2,1,1,1,1,0,0,1,0,1,0,0,1,0,0,45000,False,True,False,False,False,False,False,False,True,False,False,False
250,0,7,5,2,0,1,1,0,0,0,0,0,0,0,0,1,0,1,40000,False,True,False,False,False,False,True,False,False,False,False,False
450,0,5,5,3,0,1,1,1,0,0,1,0,1,0,0,1,0,1,75000,False,True,False,False,False,False,False,False,True,False,False,False
300,0,4,5,2,1,1,0,0,0,0,0,1,1,0,1,1,0,1,60000,False,True,False,False,False,False,False,False,True,False,False,False
250,2,7,5,4,0,1,0,1,0,1,0,0,0,0,1,1,0,1,45000,False,True,False,False,True,False,False,False,False,False,False,False
350,0,4,5,2,1,1,0,1,0,1,1,0,0,1,1,1,0,0,40000,False,True,False,False,False,False,False,True,False,False,False,False
375,4,4,4,2,1,1,1,1,1,1,0,0,1,0,0,1,0,0,110000,False,True,False,False,False,False,False,True,False,False,False,False
320,0,4,5,2,1,1,1,0,0,0,0,0,0,0,1,1,0,0,85000,False,True,False,False,True,False,False,False,False,False,False,False
260,5,5,5,2,1,1,0,1,0,1,0,0,1,0,1,1,0,0,120000,False,True,False,False,False,False,False,False,True,False,False,False
320,4,5,5,1,1,1,1,1,0,1,0,0,1,0,0,1,0,0,90000,False,True,False,False,False,False,False,False,False,False,False,True
308,0,4,5,1,1,1,0,1,0,1,0,0,0,0,1,1,0,0,90000,False,True,False,False,False,False,False,False,True,False,False,False
185,5,3,4,1,1,1,0,1,1,1,0,1,0,0,0,1,0,0,95000,False,True,False,False,False,False,False,True,False,False,False,False
450,16,4,4,1,1,1,0,1,0,0,0,0,1,0,1,1,0,0,45000,False,True,False,False,False,False,False,False,True,False,False,False
450,3,7,5,2,1,1,1,1,0,1,0,0,1,0,0,1,0,0,150000,False,True,False,False,True,False,False,False,False,False,False,False
300,0,4,3,1,1,1,0,1,0,0,1,0,1,0,1,1,0,0,40000,False,True,False,False,False,False,False,False,True,False,False,False
165,30,5,4,2,1,1,1,1,0,1,0,0,1,0,0,1,0,0,75000,False,True,False,True,False,False,False,False,False,False,False,False
396,3,4,4,3,1,1,1,1,0,1,0,0,1,0,0,0,0,0,175000,False,True,False,False,False,False,False,False,True,False,False,False
400,17,4,5,2,1,1,0,1,0,1,0,1,1,0,0,1,0,0,75000,False,True,False,False,False,False,False,False,False,False,False,True
300,15,5,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,70000,False,True,False,False,False,False,False,False,True,False,False,False
400,0,4,5,1,1,1,1,1,0,1,1,0,0,0,0,1,1,0,140000,False,True,False,False,False,False,False,False,False,True,False,False
450,32,7,5,2,0,1,0,0,0,0,1,0,1,0,0,0,0,0,50000,False,True,False,False,False,False,False,True,False,False,False,False
220,6,4,4,3,1,1,0,1,0,1,1,0,1,0,0,1,0,0,90000,False,True,False,False,True,False,False,False,False,False,False,False
300,0,3,5,3,1,1,1,1,0,1,1,0,1,0,1,1,0,0,100000,False,True,False,False,False,False,False,False,True,False,False,False
300,0,7,5,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1,150000,False,True,False,False,False,False,False,False,False,False,False,False
300,0,4,5,2,1,1,0,1,0,0,1,0,1,0,0,1,0,1,45000,False,True,False,False,True,False,False,False,False,False,False,False
390,15,3,4,3,1,1,0,1,0,1,1,0,1,0,0,1,0,0,95000,False,True,False,False,False,False,False,False,True,False,False,False
499,0,7,5,4,1,1,1,1,0,0,1,0,1,0,0,1,0,0,150000,False,True,False,False,False,False,False,False,False,False,False,True
390,15,4,4,3,1,1,1,1,0,1,1,0,1,0,0,1,0,0,95000,False,True,False,False,False,False,False,False,True,False,False,False
200,2,5,5,1,1,1,0,0,0,0,0,0,1,0,1,1,0,0,3000,False,True,False,False,False,True,False,False,False,False,False,False
360,0,5,5,1,1,1,0,1,0,0,0,0,1,0,1,1,0,1,35000,False,True,False,False,False,False,False,False,True,False,False,False
290,0,5,5,3,1,1,1,1,0,1,0,0,1,0,1,1,0,0,125000,False,True,False,False,False,False,False,False,True,False,False,False
370,6,6,5,2,1,1,0,1,0,1,1,0,1,0,0,1,0,0,140000,False,True,False,False,False,False,False,False,True,False,False,False
340,8,5,3,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,90000,False,True,False,False,True,False,False,False,False,False,False,False
250,0,5,5,2,1,1,0,0,0,0,0,0,0,0,0,1,0,1,40000,False,True,False,False,True,False,False,False,False,False,False,False
400,17,4,5,2,1,1,0,1,0,1,0,1,1,0,0,1,0,0,75000,False,True,False,False,False,False,False,False,False,False,False,True
